mu,eta,clip,K,seed,last,average,floor
2.25,0.8,False,1,0,0.09609795994774563,0.027523751017752635,0.006182662865844615
2.25,0.8,False,2,0,0.014944766260358906,0.019062879104493675,0.006182662865844615
2.25,0.8,False,4,0,0.012664185182191768,0.013883292050198512,0.006182662865844615
2.25,0.8,False,8,0,0.012848824594149797,0.010720853518074934,0.006182662865844615
2.25,0.8,False,16,0,0.01929932247422088,0.008767663482197319,0.006182662865844615
2.25,0.8,False,32,0,0.007521929140438908,0.007658494635504109,0.006182662865844615
2.25,0.8,False,64,0,0.006968850033856194,0.0071583797565859565,0.006182662865844615
2.25,0.8,True,1,1,0.03585526014498233,0.031145955674563672,0.006182662865844615
2.25,0.8,True,2,1,0.025017004415114022,0.02215684607257356,0.006182662865844615
2.25,0.8,True,4,1,0.01823339354705644,0.016177125707833136,0.006182662865844615
2.25,0.8,True,8,1,0.01140094151252358,0.012187293073011148,0.006182662865844615
2.25,0.8,True,16,1,0.008123929645955198,0.009562344559070027,0.006182662865844615
2.25,0.8,True,32,1,0.007122213224548788,0.008003950042741882,0.006182662865844615
2.25,0.8,True,64,1,0.006734232411198549,0.0071889699795028884,0.006182662865844615
2.25,0.8,False,1,1,0.04747908958924577,0.0274115788443893,0.006182662865844615
2.25,0.8,False,2,1,0.08531281557307033,0.01939377955151978,0.006182662865844615
2.25,0.8,False,4,1,0.030873127459449607,0.014112042317080766,0.006182662865844615
2.25,0.8,False,8,1,0.01697217673948953,0.010636088757234896,0.006182662865844615
2.25,0.8,False,16,1,0.0087546237246386,0.008542737406552196,0.006182662865844615
2.25,0.8,False,32,1,0.007710579612884469,0.007431374312049785,0.006182662865844615
2.25,0.8,False,64,1,0.006734134655439098,0.006926827512553971,0.006182662865844615
2.25,0.8,True,1,2,0.07988280890053132,0.030969453941628748,0.006182662865844615
2.25,0.8,True,2,2,0.02150541328327931,0.02207043256051908,0.006182662865844615
2.25,0.8,True,4,2,0.01261397731603153,0.016040122296336407,0.006182662865844615
2.25,0.8,True,8,2,0.009086183444584053,0.012021344874555272,0.006182662865844615
2.25,0.8,True,16,2,0.007948651639302029,0.009490009255154135,0.006182662865844615
2.25,0.8,True,32,2,0.007068543820685186,0.008014571507804713,0.006182662865844615
2.25,0.8,True,64,2,0.007126329159062532,0.007236530612483555,0.006182662865844615
2.25,0.8,False,1,2,0.05378561059549537,0.02496672840706131,0.006182662865844615
2.25,0.8,False,2,2,0.0732645037805172,0.018663513282652082,0.006182662865844615
2.25,0.8,False,4,2,0.01221464370444235,0.013850291591088514,0.006182662865844615
2.25,0.8,False,8,2,0.015127448786310388,0.010506353871044538,0.006182662865844615
2.25,0.8,False,16,2,0.008632744673218295,0.008517183648234191,0.006182662865844615
2.25,0.8,False,32,2,0.007738306793300228,0.007464037488414771,0.006182662865844615
2.25,0.8,False,64,2,0.0070780683050376,0.00698650410679926,0.006182662865844615
2.25,0.8,True,1,3,0.0380402960711486,0.032813626238235576,0.006182662865844615
2.25,0.8,True,2,3,0.02088130818840826,0.023849851630776495,0.006182662865844615
2.25,0.8,True,4,3,0.013832852802574638,0.017430846989403948,0.006182662865844615
2.25,0.8,True,8,3,0.03382631982111643,0.012783596492361573,0.006182662865844615
2.25,0.8,True,16,3,0.0078733023050101,0.009810117270526825,0.006182662865844615
2.25,0.8,True,32,3,0.007252217635610897,0.008012044214937683,0.006182662865844615
2.25,0.8,True,64,3,0.008197213034277413,0.007010283489294839,0.006182662865844615
2.25,0.8,False,1,3,0.03426737736980443,0.028363101680053706,0.006182662865844615
2.25,0.8,False,2,3,0.0421830835510676,0.020031144030851898,0.006182662865844615
2.25,0.8,False,4,3,0.017324971664055364,0.014408898909656267,0.006182662865844615
2.25,0.8,False,8,3,0.03900733002789509,0.010765451234369687,0.006182662865844615
2.25,0.8,False,16,3,0.007955175326345773,0.008559144500778972,0.006182662865844615
2.25,0.8,False,32,3,0.007292675863025462,0.007268403330892746,0.006182662865844615
2.25,0.8,False,64,3,0.008360774317802301,0.006649738084560302,0.006182662865844615
2.25,0.8,True,1,4,0.021812336459114443,0.03217605250174857,0.006182662865844615
2.25,0.8,True,2,4,0.022452054095346594,0.02285328409693172,0.006182662865844615
2.25,0.8,True,4,4,0.01332763984341922,0.01651789109259309,0.006182662865844615
2.25,0.8,True,8,4,0.011399257472551234,0.012178749619937715,0.006182662865844615
2.25,0.8,True,16,4,0.01097589320823056,0.009319545054468421,0.006182662865844615
2.25,0.8,True,32,4,0.006475016733288437,0.00758474614403618,0.006182662865844615
2.25,0.8,True,64,4,0.006316358895231091,0.006630014886857941,0.006182662865844615
2.25,0.8,False,1,4,0.023637307425671498,0.027206386897013712,0.006182662865844615
2.25,0.8,False,2,4,0.03648105036913783,0.019083366182386607,0.006182662865844615
2.25,0.8,False,4,4,0.015262768423243051,0.013901014255978218,0.006182662865844615
2.25,0.8,False,8,4,0.016489012086297015,0.010318042201800472,0.006182662865844615
2.25,0.8,False,16,4,0.008601503475602035,0.008108933286880386,0.006182662865844615
2.25,0.8,False,32,4,0.0068640552398420845,0.006876710826280734,0.006182662865844615
2.25,0.8,False,64,4,0.0062617181304847214,0.006282797029087244,0.006182662865844615
2.25,1.2,True,1,0,0.04883186952581632,0.030569994045427033,0.006182662865844615
2.25,1.2,True,2,0,0.01817482125672663,0.021582330333360388,0.006182662865844615
2.25,1.2,True,4,0,0.012608505262932656,0.01584934932502447,0.006182662865844615
2.25,1.2,True,8,0,0.014535730031617775,0.012119265425571608,0.006182662865844615
2.25,1.2,True,16,0,0.008722973663918564,0.009672543196132382,0.006182662865844615
2.25,1.2,True,32,0,0.007238986039828367,0.008200625497540444,0.006182662865844615
2.25,1.2,True,64,0,0.007043563576110033,0.0074172556716727315,0.006182662865844615
2.25,1.2,False,1,0,2.331115926238721e+28,1.3765404229375798e+24,0.006182662865844615
2.25,1.2,False,2,0,1.3373158801393828e+46,1.0130258779974276e+43,0.006182662865844615
2.25,1.2,False,4,0,1.2224498608712544e+84,9.53114074939171e+77,0.006182662865844615
2.25,1.2,False,8,0,2.0326617227896834e+159,5.8629492446987356e+153,0.006182662865844615
2.25,1.2,False,16,0,inf,inf,0.006182662865844615
2.25,1.2,False,32,0,,,0.006182662865844615
2.25,1.2,False,64,0,,,0.006182662865844615
2.25,1.2,True,1,1,0.035548751304150354,0.030291998868089073,0.006182662865844615
2.25,1.2,True,2,1,0.025120330507345096,0.02148572095958659,0.006182662865844615
2.25,1.2,True,4,1,0.01734987877271355,0.015666682252199575,0.006182662865844615
2.25,1.2,True,8,1,0.01110819886228019,0.011833059997504163,0.006182662865844615
2.25,1.2,True,16,1,0.008069887508970102,0.009377709079088702,0.006182662865844615
2.25,1.2,True,32,1,0.007102644559020873,0.007923633644168291,0.006182662865844615
2.25,1.2,True,64,1,0.006733132782543791,0.007157855349437063,0.006182662865844615
2.25,1.2,False,1,1,112226403199338.39,303615994791.2605,0.006182662865844615
2.25,1.2,False,2,1,9.128293730453531e+30,2.818279488537911e+26,0.006182662865844615
2.25,1.2,False,4,1,6.732446716142374e+60,4.975161443024937e+56,0.006182662865844615
2.25,1.2,False,8,1,9.456093711695603e+116,5.550911847608416e+112,0.006182662865844615
2.25,1.2,False,16,1,1.3155418739490969e+240,3.207184222470521e+233,0.006182662865844615
2.25,1.2,False,32,1,inf,inf,0.006182662865844615
2.25,1.2,False,64,1,,,0.006182662865844615
2.25,1.2,True,1,2,0.07772419556357517,0.030564827253983726,0.006182662865844615
2.25,1.2,True,2,2,0.02147000331997208,0.021726501294559823,0.006182662865844615
2.25,1.2,True,4,2,0.012711229068382537,0.015817653897022544,0.006182662865844615
2.25,1.2,True,8,2,0.0090562356012659,0.011880797395885627,0.006182662865844615
2.25,1.2,True,16,2,0.007918404157516315,0.009411284932738214,0.006182662865844615
2.25,1.2,True,32,2,0.007054134449451152,0.007974920471629303,0.006182662865844615
2.25,1.2,True,64,2,0.007125341594505435,0.007217788032933965,0.006182662865844615
2.25,1.2,False,1,2,1.5187732481838886e+18,558468125535286.56,0.006182662865844615
2.25,1.2,False,2,2,3.8333225472034535e+38,1.0145543790247207e+34,0.006182662865844615
2.25,1.2,False,4,2,5.680640227197037e+85,8.515547171662123e+80,0.006182662865844615
2.25,1.2,False,8,2,1.4557932211734648e+170,1.1978788619011014e+163,0.006182662865844615
2.25,1.2,False,16,2,inf,inf,0.006182662865844615
2.25,1.2,False,32,2,,,0.006182662865844615
2.25,1.2,False,64,2,,,0.006182662865844615
2.25,1.2,True,1,3,0.043295238177594814,0.03220666252308009,0.006182662865844615
2.25,1.2,True,2,3,0.020495243962196437,0.023462268273814115,0.006182662865844615
2.25,1.2,True,4,3,0.013653234849003522,0.01715218171925877,0.006182662865844615
2.25,1.2,True,8,3,0.03356208340638519,0.012622038444734182,0.006182662865844615
2.25,1.2,True,16,3,0.007855456081850967,0.00973256189556317,0.006182662865844615
2.25,1.2,True,32,3,0.007242668337746564,0.007978172650001844,0.006182662865844615
2.25,1.2,True,64,3,0.008153914703068822,0.006996715255018231,0.006182662865844615
2.25,1.2,False,1,3,1.294639392855255e+17,65597387998780.16,0.006182662865844615
2.25,1.2,False,2,3,2.5897046659311317e+43,1.4134662727372136e+39,0.006182662865844615
2.25,1.2,False,4,3,2.2711930567428605e+76,2.45047471958987e+71,0.006182662865844615
2.25,1.2,False,8,3,2.809896629962468e+154,8.040130482277326e+149,0.006182662865844615
2.25,1.2,False,16,3,6.990529845678226e+300,3.3949621779779604e+294,0.006182662865844615
2.25,1.2,False,32,3,,,0.006182662865844615
2.25,1.2,False,64,3,,,0.006182662865844615
2.25,1.2,True,1,4,0.021631574316513857,0.03162792031590418,0.006182662865844615
2.25,1.2,True,2,4,0.022131705761043077,0.022455546920878783,0.006182662865844615
2.25,1.2,True,4,4,0.013924303902912421,0.016232548666609736,0.006182662865844615
2.25,1.2,True,8,4,0.012452456476475528,0.011983084259924634,0.006182662865844615
2.25,1.2,True,16,4,0.010967260856669806,0.009212378921955287,0.006182662865844615
2.25,1.2,True,32,4,0.006467109162653964,0.007537306514345204,0.006182662865844615
2.25,1.2,True,64,4,0.006332648128870684,0.006612665802467362,0.006182662865844615
2.25,1.2,False,1,4,5052900135285472.0,299743652251.8018,0.006182662865844615
2.25,1.2,False,2,4,2.231136351009345e+32,8.039516660978513e+28,0.006182662865844615
2.25,1.2,False,4,4,3.165524273689448e+69,7.228934959061686e+65,0.006182662865844615
2.25,1.2,False,8,4,2.750964895076447e+148,7.278513674553112e+143,0.006182662865844615
2.25,1.2,False,16,4,9.856035053533876e+300,3.7593328751907354e+293,0.006182662865844615
2.25,1.2,False,32,4,inf,inf,0.006182662865844615
2.25,1.2,False,64,4,,,0.006182662865844615
